00TI               20081223                                                                                   
0601TIF2d       20090101004265100000005000 0200000000002740   
0601TIF2d       20090101004270100000005000 0200000000002740   
0601TIF2d       20090101004275100000005000 0200000000002740   
0601TIF2d       20090101004280100000005000 0200000000002740   
0601TIF2d       20090101004285100000005000 0200000000002740   
0601TIF2d       20090101004290100000005000 0200000000002740   
0601TIF2d       20090101004295100000005000 0200000000002740   
0601TIF2d       20090101004300100000005000 0200000000002750   
0601TIF2d       20090101004305100000005000 0200000000002750   
0601TIF2d       20090101004310100000005000 0200000000002750   
0601TIF2d       20090101004315100000005000 0200000000002750   
0601TIF2d       20090101004320100000005000 0200000000002750   
0601TIF2d       20090101004325100000005000 0200000000002750   
0601TIF2d       20090101004330100000005000 0200000000002750   
0601TIF2d       20090101004335100000005000 0200000000002750   
0601TIF2d       20090101004340100000005000 0200000000002750   
0601TIF2d       20090101004345100000005000 0200000000002750   
0601TIF2d       20090101004350100000005000 0200000000002750   
0601TIF2d       20090101004355100000005000 0200000000002760   
0601TIF2d       20090101004360100000005000 0200000000002760   
0601TIF2d       20090101004365100000005000 0200000000002760   
0601TIF2d       20090101004370100000005000 0200000000002760   
0601TIF2d       20090101004375100000005000 0200000000002760   
0601TIF2d       20090101004380100000005000 0200000000002760   
0601TIF2d       20090101004385100000005000 0200000000002760   
0601TIF2d       20090101004390100000005000 0200000000002760   
0601TIF2d       20090101004395100000005000 0200000000002760   
0601TIF2d       20090101004400100000005000 0200000000002760   
0601TIF2d       20090101004405100000005000 0200000000002760   
0601TIF2d       20090101004410100000005000 0200000000002770   
0601TIF2d       20090101004415100000005000 0200000000002770   
0601TIF2d       20090101004420100000005000 0200000000002770   
0601TIF2d       20090101004425100000005000 0200000000002770   
0601TIF2d       20090101004430100000005000 0200000000002770   
0601TIF2d       20090101004435100000005000 0200000000002770   
0601TIF2d       20090101004440100000005000 0200000000002770   
0601TIF2d       20090101004445100000005000 0200000000002770   
0601TIF2d       20090101004450100000005000 0200000000002770   
0601TIF2d       20090101004455100000005000 0200000000002770   
0601TIF2d       20090101004460100000005000 0200000000002770   
0601TIF2d       20090101004465100000005000 0200000000002780   
0601TIF2d       20090101004470100000005000 0200000000002780   
0601TIF2d       20090101004475100000005000 0200000000002780   
0601TIF2d       20090101004480100000005000 0200000000002780   
0601TIF2d       20090101004485100000005000 0200000000002780   
0601TIF2d       20090101004490100000005000 0200000000002780   
0601TIF2d       20090101004495100000005000 0200000000002780   
0601TIF2d       20090101004500100000005000 0200000000002780   
0601TIF2d       20090101004505100000005000 0200000000002780   
0601TIF2d       20090101004510100000005000 0200000000002780   
0601TIF2d       20090101004515100000005000 0200000000002780   
0601TIF2d       20090101004520100000005000 0200000000002780   
0601TIF2d       20090101004525100000005000 0200000000002790   
0601TIF2d       20090101004530100000005000 0200000000002790   
0601TIF2d       20090101004535100000005000 0200000000002790   
0601TIF2d       20090101004540100000005000 0200000000002790   
0601TIF2d       20090101004545100000005000 0200000000002790   
0601TIF2d       20090101004550100000005000 0200000000002790   
0601TIF2d       20090101004555100000005000 0200000000002790   
0601TIF2d       20090101004560100000005000 0200000000002790   
0601TIF2d       20090101004565100000005000 0200000000002790   
0601TIF2d       20090101004570100000005000 0200000000002790   
0601TIF2d       20090101004575100000005000 0200000000002790   
0601TIF2d       20090101004580100000005000 0200000000002790   
0601TIF2d       20090101004585100000005000 0200000000002800   
0601TIF2d       20090101004590100000005000 0200000000002800   
0601TIF2d       20090101004595100000005000 0200000000002800   
0601TIF2d       20090101004600100000005000 0200000000002800   
0601TIF2d       20090101004605100000005000 0200000000002800   
0601TIF2d       20090101004610100000005000 0200000000002800   
0601TIF2d       20090101004615100000005000 0200000000002800   
0601TIF2d       20090101004620100000005000 0200000000002800   
0601TIF2d       20090101004625100000005000 0200000000002800   
0601TIF2d       20090101004630100000005000 0200000000002800   
0601TIF2d       20090101004635100000005000 0200000000002800   
0601TIF2d       20090101004640100000005000 0200000000002800   
0601TIF2d       20090101004645100000005000 0200000000002810   
0601TIF2d       20090101004650100000005000 0200000000002810   
0601TIF2d       20090101004655100000005000 0200000000002810   
0601TIF2d       20090101004660100000005000 0200000000002810   
0601TIF2d       20090101004665100000005000 0200000000002810   
0601TIF2d       20090101004670100000005000 0200000000002810   
0601TIF2d       20090101004675100000005000 0200000000002810   
0601TIF2d       20090101004680100000005000 0200000000002810   
0601TIF2d       20090101004685100000005000 0200000000002810   
0601TIF2d       20090101004690100000005000 0200000000002810   
0601TIF2d       20090101004695100000005000 0200000000002810   
0601TIF2d       20090101004700100000005000 0200000000002810   
0601TIF2d       20090101004705100000005000 0200000000002810   
0601TIF2d       20090101004710100000005000 0200000000002820   
0601TIF2d       20090101004715100000005000 0200000000002820   
0601TIF2d       20090101004720100000005000 0200000000002820   
0601TIF2d       20090101004725100000005000 0200000000002820   
0601TIF2d       20090101004730100000005000 0200000000002820   
0601TIF2d       20090101004735100000005000 0200000000002820   
0601TIF2d       20090101004740100000005000 0200000000002820   
0601TIF2d       20090101004745100000005000 0200000000002820   
0601TIF2d       20090101004750100000005000 0200000000002820   
0601TIF2d       20090101004755100000005000 0200000000002820   
0601TIF2d       20090101004760100000005000 0200000000002820   
0601TIF2d       20090101004765100000005000 0200000000002820   
0601TIF2d       20090101004770100000005000 0200000000002830   
0601TIF2d       20090101004775100000005000 0200000000002830   
0601TIF2d       20090101004780100000005000 0200000000002830   
0601TIF2d       20090101004785100000005000 0200000000002830   
0601TIF2d       20090101004790100000005000 0200000000002830   
0601TIF2d       20090101004795100000005000 0200000000002830   
0601TIF2d       20090101004800100000005000 0200000000002830   
0601TIF2d       20090101004805100000005000 0200000000002830   
0601TIF2d       20090101004810100000005000 0200000000002830   
0601TIF2d       20090101004815100000005000 0200000000002830   
0601TIF2d       20090101004820100000005000 0200000000002830   
0601TIF2d       20090101004825100000005000 0200000000002830   
0601TIF2d       20090101004830100000005000 0200000000002830   
0601TIF2d       20090101004835100000005000 0200000000002840   
0601TIF2d       20090101004840100000005000 0200000000002840   
0601TIF2d       20090101004845100000005000 0200000000002840   
0601TIF2d       20090101004850100000005000 0200000000002840   
0601TIF2d       20090101004855100000005000 0200000000002840   
0601TIF2d       20090101004860100000005000 0200000000002840   
0601TIF2d       20090101004865100000005000 0200000000002840   
0601TIF2d       20090101004870100000005000 0200000000002840   
0601TIF2d       20090101004875100000005000 0200000000002840   
0601TIF2d       20090101004880100000005000 0200000000002840   
0601TIF2d       20090101004885100000005000 0200000000002840   
0601TIF2d       20090101004890100000005000 0200000000002840   
0601TIF2d       20090101004895100000005000 0200000000002840   
0601TIF2d       20090101004900100000005000 0200000000002850   
0601TIF2d       20090101004905100000005000 0200000000002850   
0601TIF2d       20090101004910100000005000 0200000000002850   
0601TIF2d       20090101004915100000005000 0200000000002850   
0601TIF2d       20090101004920100000005000 0200000000002850   
0601TIF2d       20090101004925100000005000 0200000000002850   
0601TIF2d       20090101004930100000005000 0200000000002850   
0601TIF2d       20090101004935100000005000 0200000000002850   
0601TIF2d       20090101004940100000005000 0200000000002850   
0601TIF2d       20090101004945100000005000 0200000000002850   
0601TIF2d       20090101004950100000005000 0200000000002850   
0601TIF2d       20090101004955100000005000 0200000000002850   
0601TIF2d       20090101004960100000005000 0200000000002850   
0601TIF2d       20090101004965100000005000 0200000000002850   
0601TIF2d       20090101004970100000005000 0200000000002860   
0601TIF2d       20090101004975100000005000 0200000000002860   
0601TIF2d       20090101004980100000005000 0200000000002860   
0601TIF2d       20090101004985100000005000 0200000000002860   
0601TIF2d       20090101004990100000005000 0200000000002860   
0601TIF2d       20090101004995100000005000 0200000000002860   
0601TIF2d       20090101005000100004999900 0200000000002870   
0601TIF3d       20090101000000100000025000 0300000000000000   
0601TIF3d       20090101000025100000005000 0300000000000000   
0601TIF3d       20090101000030100000005000 0300000000000000   
0601TIF3d       20090101000035100000005000 0300000000000000   
0601TIF3d       20090101000040100000005000 0300000000000000   
0601TIF3d       20090101000045100000005000 0300000000000000   
0601TIF3d       20090101000050100000005000 0300000000000000   
0601TIF3d       20090101000055100000005000 0300000000000000   
0601TIF3d       20090101000060100000005000 0300000000000000   
0601TIF3d       20090101000065100000005000 0300000000000000   
0601TIF3d       20090101000070100000005000 0300000000000000   
0601TIF3d       20090101000075100000005000 0300000000000000   
0601TIF3d       20090101000080100000005000 0300000000000000   
0601TIF3d       20090101000085100000005000 0300000000000000   
0601TIF3d       20090101000090100000005000 0300000000000000   
0601TIF3d       20090101000095100000005000 0300000000000000   
0601TIF3d       20090101000100100000005000 0300000000000000   
0601TIF3d       20090101000105100000005000 0300000000000000   
0601TIF3d       20090101000110100000005000 0300000000000000   
0601TIF3d       20090101000115100000005000 0300000000000000   
0601TIF3d       20090101000120100000005000 0300000000000000   
0601TIF3d       20090101000125100000005000 0300000000000000   
0601TIF3d       20090101000130100000005000 0300000000000000   
0601TIF3d       20090101000135100000005000 0300000000000000   
0601TIF3d       20090101000140100000005000 0300000000000000   
0601TIF3d       20090101000145100000005000 0300000000000000   
0601TIF3d       20090101000150100000005000 0300000000000000   
0601TIF3d       20090101000155100000005000 0300000000000000   
0601TIF3d       20090101000160100000005000 0300000000000000   
0601TIF3d       20090101000165100000005000 0300000000000000   
0601TIF3d       20090101000170100000005000 0300000000000000   
0601TIF3d       20090101000175100000005000 0300000000000000   
0601TIF3d       20090101000180100000005000 0300000000000000   
0601TIF3d       20090101000185100000005000 0300000000000000   
0601TIF3d       20090101000190100000005000 0300000000000000   
0601TIF3d       20090101000195100000005000 0300000000000000   
0601TIF3d       20090101000200100000005000 0300000000000000   
0601TIF3d       20090101000205100000005000 0300000000000000   
0601TIF3d       20090101000210100000005000 0300000000000000   
0601TIF3d       20090101000215100000005000 0300000000000000   
0601TIF3d       20090101000220100000005000 0300000000000000   
0601TIF3d       20090101000225100000005000 0300000000000000   
0601TIF3d       20090101000230100000005000 0300000000000000   
0601TIF3d       20090101000235100000005000 0300000000000000   
0601TIF3d       20090101000240100000005000 0300000000000000   
0601TIF3d       20090101000245100000005000 0300000000000000   
0601TIF3d       20090101000250100000005000 0300000000000000   
0601TIF3d       20090101000255100000005000 0300000000000000   
0601TIF3d       20090101000260100000005000 0300000000000000   
0601TIF3d       20090101000265100000005000 0300000000000000   
0601TIF3d       20090101000270100000005000 0300000000000000   
0601TIF3d       20090101000275100000005000 0300000000000000   
0601TIF3d       20090101000280100000005000 0300000000000000   
0601TIF3d       20090101000285100000005000 0300000000000000   
0601TIF3d       20090101000290100000005000 0300000000000000   
0601TIF3d       20090101000295100000005000 0300000000000000   
0601TIF3d       20090101000300100000005000 0300000000000000   
0601TIF3d       20090101000305100000005000 0300000000000000   
0601TIF3d       20090101000310100000005000 0300000000000000   
0601TIF3d       20090101000315100000005000 0300000000000000   
0601TIF3d       20090101000320100000005000 0300000000000000   
0601TIF3d       20090101000325100000005000 0300000000000000   
0601TIF3d       20090101000330100000005000 0300000000000000   
0601TIF3d       20090101000335100000005000 0300000000000000   
0601TIF3d       20090101000340100000005000 0300000000000000   
0601TIF3d       20090101000345100000005000 0300000000000000   
0601TIF3d       20090101000350100000005000 0300000000000000   
0601TIF3d       20090101000355100000005000 0300000000000000   
0601TIF3d       20090101000360100000005000 0300000000000000   
0601TIF3d       20090101000365100000005000 0300000000000000   
0601TIF3d       20090101000370100000005000 0300000000000000   
0601TIF3d       20090101000375100000005000 0300000000000000   
0601TIF3d       20090101000380100000005000 0300000000000000   
0601TIF3d       20090101000385100000005000 0300000000000000   
0601TIF3d       20090101000390100000005000 0300000000000000   
0601TIF3d       20090101000395100000005000 0300000000000000   
0601TIF3d       20090101000400100000005000 0300000000000010   
0601TIF3d       20090101000405100000005000 0300000000000020   
0601TIF3d       20090101000410100000005000 0300000000000030   
0601TIF3d       20090101000415100000005000 0300000000000030   
0601TIF3d       20090101000420100000005000 0300000000000040   
0601TIF3d       20090101000425100000005000 0300000000000050   
0601TIF3d       20090101000430100000005000 0300000000000050   
0601TIF3d       20090101000435100000005000 0300000000000060   
0601TIF3d       20090101000440100000005000 0300000000000070   
0601TIF3d       20090101000445100000005000 0300000000000070   
0601TIF3d       20090101000450100000005000 0300000000000080   
0601TIF3d       20090101000455100000005000 0300000000000080   
0601TIF3d       20090101000460100000005000 0300000000000090   
0601TIF3d       20090101000465100000005000 0300000000000100   
0601TIF3d       20090101000470100000005000 0300000000000100   
0601TIF3d       20090101000475100000005000 0300000000000110   
0601TIF3d       20090101000480100000005000 0300000000000110   
0601TIF3d       20090101000485100000005000 0300000000000110   
0601TIF3d       20090101000490100000005000 0300000000000120   
0601TIF3d       20090101000495100000005000 0300000000000120   
0601TIF3d       20090101000500100000005000 0300000000000120   
0601TIF3d       20090101000505100000005000 0300000000000120   
0601TIF3d       20090101000510100000005000 0300000000000130   
0601TIF3d       20090101000515100000005000 0300000000000130   
0601TIF3d       20090101000520100000005000 0300000000000130   
0601TIF3d       20090101000525100000005000 0300000000000140   
0601TIF3d       20090101000530100000005000 0300000000000140   
0601TIF3d       20090101000535100000005000 0300000000000150   
0601TIF3d       20090101000540100000005000 0300000000000150   
0601TIF3d       20090101000545100000005000 0300000000000150   
0601TIF3d       20090101000550100000005000 0300000000000160   
0601TIF3d       20090101000555100000005000 0300000000000160   
0601TIF3d       20090101000560100000005000 0300000000000170   
0601TIF3d       20090101000565100000005000 0300000000000170   
0601TIF3d       20090101000570100000005000 0300000000000180   
0601TIF3d       20090101000575100000005000 0300000000000180   
0601TIF3d       20090101000580100000005000 0300000000000190   
0601TIF3d       20090101000585100000005000 0300000000000190   
0601TIF3d       20090101000590100000005000 0300000000000190   
0601TIF3d       20090101000595100000005000 0300000000000200   
0601TIF3d       20090101000600100000005000 0300000000000200   
0601TIF3d       20090101000605100000005000 0300000000000210   
0601TIF3d       20090101000610100000005000 0300000000000210   
0601TIF3d       20090101000615100000005000 0300000000000220   
0601TIF3d       20090101000620100000005000 0300000000000230   
0601TIF3d       20090101000625100000005000 0300000000000230   
0601TIF3d       20090101000630100000005000 0300000000000240   
0601TIF3d       20090101000635100000005000 0300000000000250   
0601TIF3d       20090101000640100000005000 0300000000000250   
0601TIF3d       20090101000645100000005000 0300000000000260   
0601TIF3d       20090101000650100000005000 0300000000000270   
0601TIF3d       20090101000655100000005000 0300000000000270   
0601TIF3d       20090101000660100000005000 0300000000000280   
0601TIF3d       20090101000665100000005000 0300000000000290   
0601TIF3d       20090101000670100000005000 0300000000000290   
0601TIF3d       20090101000675100000005000 0300000000000300   
0601TIF3d       20090101000680100000005000 0300000000000310   
0601TIF3d       20090101000685100000005000 0300000000000320   
0601TIF3d       20090101000690100000005000 0300000000000320   
0601TIF3d       20090101000695100000005000 0300000000000330   
0601TIF3d       20090101000700100000005000 0300000000000340   
0601TIF3d       20090101000705100000005000 0300000000000340   
0601TIF3d       20090101000710100000005000 0300000000000350   
0601TIF3d       20090101000715100000005000 0300000000000360   
0601TIF3d       20090101000720100000005000 0300000000000360   
0601TIF3d       20090101000725100000005000 0300000000000370   
0601TIF3d       20090101000730100000005000 0300000000000370   
0601TIF3d       20090101000735100000005000 0300000000000380   
0601TIF3d       20090101000740100000005000 0300000000000390   
0601TIF3d       20090101000745100000005000 0300000000000390   
0601TIF3d       20090101000750100000005000 0300000000000400   
0601TIF3d       20090101000755100000005000 0300000000000400   
0601TIF3d       20090101000760100000005000 0300000000000410   
0601TIF3d       20090101000765100000005000 0300000000000420   
0601TIF3d       20090101000770100000005000 0300000000000420   
0601TIF3d       20090101000775100000005000 0300000000000430   
0601TIF3d       20090101000780100000005000 0300000000000440   
0601TIF3d       20090101000785100000005000 0300000000000450   
0601TIF3d       20090101000790100000005000 0300000000000450   
0601TIF3d       20090101000795100000005000 0300000000000460   
0601TIF3d       20090101000800100000005000 0300000000000470   
0601TIF3d       20090101000805100000005000 0300000000000480   
0601TIF3d       20090101000810100000005000 0300000000000490   
0601TIF3d       20090101000815100000005000 0300000000000490   
0601TIF3d       20090101000820100000005000 0300000000000500   
0601TIF3d       20090101000825100000005000 0300000000000510   
0601TIF3d       20090101000830100000005000 0300000000000520   
0601TIF3d       20090101000835100000005000 0300000000000520   
0601TIF3d       20090101000840100000005000 0300000000000530   
0601TIF3d       20090101000845100000005000 0300000000000540   
0601TIF3d       20090101000850100000005000 0300000000000550   
0601TIF3d       20090101000855100000005000 0300000000000550   
0601TIF3d       20090101000860100000005000 0300000000000560   
0601TIF3d       20090101000865100000005000 0300000000000570   
0601TIF3d       20090101000870100000005000 0300000000000570   
0601TIF3d       20090101000875100000005000 0300000000000580   
0601TIF3d       20090101000880100000005000 0300000000000590   
0601TIF3d       20090101000885100000005000 0300000000000590   
0601TIF3d       20090101000890100000005000 0300000000000600   
0601TIF3d       20090101000895100000005000 0300000000000610   
0601TIF3d       20090101000900100000005000 0300000000000610   
0601TIF3d       20090101000905100000005000 0300000000000620   
0601TIF3d       20090101000910100000005000 0300000000000630   
0601TIF3d       20090101000915100000005000 0300000000000630   
0601TIF3d       20090101000920100000005000 0300000000000640   
0601TIF3d       20090101000925100000005000 0300000000000650   
0601TIF3d       20090101000930100000005000 0300000000000650   
0601TIF3d       20090101000935100000005000 0300000000000660   
0601TIF3d       20090101000940100000005000 0300000000000660   
0601TIF3d       20090101000945100000005000 0300000000000670   
0601TIF3d       20090101000950100000005000 0300000000000680   
0601TIF3d       20090101000955100000005000 0300000000000680   
0601TIF3d       20090101000960100000005000 0300000000000690   
0601TIF3d       20090101000965100000005000 0300000000000690   
0601TIF3d       20090101000970100000005000 0300000000000700   
0601TIF3d       20090101000975100000005000 0300000000000710   
0601TIF3d       20090101000980100000005000 0300000000000710   
0601TIF3d       20090101000985100000005000 0300000000000720   
0601TIF3d       20090101000990100000005000 0300000000000730   
0601TIF3d       20090101000995100000005000 0300000000000730   
0601TIF3d       20090101001000100000005000 0300000000000740   
0601TIF3d       20090101001005100000005000 0300000000000750   
0601TIF3d       20090101001010100000005000 0300000000000750   
0601TIF3d       20090101001015100000005000 0300000000000760   
0601TIF3d       20090101001020100000005000 0300000000000760   
0601TIF3d       20090101001025100000005000 0300000000000770   
0601TIF3d       20090101001030100000005000 0300000000000780   
0601TIF3d       20090101001035100000005000 0300000000000780   
0601TIF3d       20090101001040100000005000 0300000000000790   
0601TIF3d       20090101001045100000005000 0300000000000790   
0601TIF3d       20090101001050100000005000 0300000000000800   
0601TIF3d       20090101001055100000005000 0300000000000810   
0601TIF3d       20090101001060100000005000 0300000000000810   
0601TIF3d       20090101001065100000005000 0300000000000820   
0601TIF3d       20090101001070100000005000 0300000000000830   
0601TIF3d       20090101001075100000005000 0300000000000840   
0601TIF3d       20090101001080100000005000 0300000000000840   
0601TIF3d       20090101001085100000005000 0300000000000850   
0601TIF3d       20090101001090100000005000 0300000000000860   
0601TIF3d       20090101001095100000005000 0300000000000860   
0601TIF3d       20090101001100100000005000 0300000000000870   
0601TIF3d       20090101001105100000005000 0300000000000880   
0601TIF3d       20090101001110100000005000 0300000000000880   
0601TIF3d       20090101001115100000005000 0300000000000890   
0601TIF3d       20090101001120100000005000 0300000000000900   
0601TIF3d       20090101001125100000005000 0300000000000900   
0601TIF3d       20090101001130100000005000 0300000000000910   
0601TIF3d       20090101001135100000005000 0300000000000920   
0601TIF3d       20090101001140100000005000 0300000000000920   
0601TIF3d       20090101001145100000005000 0300000000000930   
0601TIF3d       20090101001150100000005000 0300000000000940   
0601TIF3d       20090101001155100000005000 0300000000000940   
0601TIF3d       20090101001160100000005000 0300000000000950   
0601TIF3d       20090101001165100000005000 0300000000000960   
0601TIF3d       20090101001170100000005000 0300000000000960   
0601TIF3d       20090101001175100000005000 0300000000000970   
0601TIF3d       20090101001180100000005000 0300000000000970   
0601TIF3d       20090101001185100000005000 0300000000000980   
0601TIF3d       20090101001190100000005000 0300000000000990   
0601TIF3d       20090101001195100000005000 0300000000000990   
0601TIF3d       20090101001200100000005000 0300000000001000   
0601TIF3d       20090101001205100000005000 0300000000001000   
0601TIF3d       20090101001210100000005000 0300000000001010   
0601TIF3d       20090101001215100000005000 0300000000001020   
0601TIF3d       20090101001220100000005000 0300000000001020   
0601TIF3d       20090101001225100000005000 0300000000001030   
0601TIF3d       20090101001230100000005000 0300000000001030   
0601TIF3d       20090101001235100000005000 0300000000001040   
0601TIF3d       20090101001240100000005000 0300000000001040   
0601TIF3d       20090101001245100000005000 0300000000001050   
0601TIF3d       20090101001250100000005000 0300000000001060   
0601TIF3d       20090101001255100000005000 0300000000001060   
0601TIF3d       20090101001260100000005000 0300000000001070   
0601TIF3d       20090101001265100000005000 0300000000001070   
0601TIF3d       20090101001270100000005000 0300000000001080   
0601TIF3d       20090101001275100000005000 0300000000001090   
0601TIF3d       20090101001280100000005000 0300000000001090   
0601TIF3d       20090101001285100000005000 0300000000001100   
0601TIF3d       20090101001290100000005000 0300000000001100   
0601TIF3d       20090101001295100000005000 0300000000001110   
0601TIF3d       20090101001300100000005000 0300000000001110   
0601TIF3d       20090101001305100000005000 0300000000001120   
0601TIF3d       20090101001310100000005000 0300000000001120   
0601TIF3d       20090101001315100000005000 0300000000001130   
0601TIF3d       20090101001320100000005000 0300000000001130   
0601TIF3d       20090101001325100000005000 0300000000001140   
0601TIF3d       20090101001330100000005000 0300000000001150   
0601TIF3d       20090101001335100000005000 0300000000001150   
0601TIF3d       20090101001340100000005000 0300000000001150   
0601TIF3d       20090101001345100000005000 0300000000001160   
0601TIF3d       20090101001350100000005000 0300000000001170   
0601TIF3d       20090101001355100000005000 0300000000001170   
0601TIF3d       20090101001360100000005000 0300000000001180   
0601TIF3d       20090101001365100000005000 0300000000001180   
0601TIF3d       20090101001370100000005000 0300000000001190   
0601TIF3d       20090101001375100000005000 0300000000001190   
0601TIF3d       20090101001380100000005000 0300000000001200   
0601TIF3d       20090101001385100000005000 0300000000001200   
0601TIF3d       20090101001390100000005000 0300000000001210   
0601TIF3d       20090101001395100000005000 0300000000001210   
0601TIF3d       20090101001400100000005000 0300000000001210   
0601TIF3d       20090101001405100000005000 0300000000001220   
0601TIF3d       20090101001410100000005000 0300000000001220   
0601TIF3d       20090101001415100000005000 0300000000001230   
0601TIF3d       20090101001420100000005000 0300000000001230   
0601TIF3d       20090101001425100000005000 0300000000001240   
0601TIF3d       20090101001430100000005000 0300000000001240   
0601TIF3d       20090101001435100000005000 0300000000001250   
0601TIF3d       20090101001440100000005000 0300000000001250   
0601TIF3d       20090101001445100000005000 0300000000001260   
0601TIF3d       20090101001450100000005000 0300000000001260   
0601TIF3d       20090101001455100000005000 0300000000001270   
0601TIF3d       20090101001460100000005000 0300000000001270   
0601TIF3d       20090101001465100000005000 0300000000001280   
0601TIF3d       20090101001470100000005000 0300000000001280   
0601TIF3d       20090101001475100000005000 0300000000001290   
0601TIF3d       20090101001480100000005000 0300000000001290   
0601TIF3d       20090101001485100000005000 0300000000001290   
0601TIF3d       20090101001490100000005000 0300000000001300   
0601TIF3d       20090101001495100000005000 0300000000001300   
0601TIF3d       20090101001500100000005000 0300000000001310   
0601TIF3d       20090101001505100000005000 0300000000001310   
0601TIF3d       20090101001510100000005000 0300000000001320   
0601TIF3d       20090101001515100000005000 0300000000001320   
0601TIF3d       20090101001520100000005000 0300000000001330   
0601TIF3d       20090101001525100000005000 0300000000001330   
0601TIF3d       20090101001530100000005000 0300000000001340   
0601TIF3d       20090101001535100000005000 0300000000001340   
0601TIF3d       20090101001540100000005000 0300000000001350   
0601TIF3d       20090101001545100000005000 0300000000001350   
0601TIF3d       20090101001550100000005000 0300000000001360   
0601TIF3d       20090101001555100000005000 0300000000001360   
0601TIF3d       20090101001560100000005000 0300000000001370   
0601TIF3d       20090101001565100000005000 0300000000001370   
0601TIF3d       20090101001570100000005000 0300000000001380   
0601TIF3d       20090101001575100000005000 0300000000001380   
0601TIF3d       20090101001580100000005000 0300000000001390   
0601TIF3d       20090101001585100000005000 0300000000001390   
0601TIF3d       20090101001590100000005000 0300000000001400   
0601TIF3d       20090101001595100000005000 0300000000001400   
0601TIF3d       20090101001600100000005000 0300000000001410   
0601TIF3d       20090101001605100000005000 0300000000001410   
0601TIF3d       20090101001610100000005000 0300000000001420   
0601TIF3d       20090101001615100000005000 0300000000001420   
0601TIF3d       20090101001620100000005000 0300000000001430   
0601TIF3d       20090101001625100000005000 0300000000001430   
0601TIF3d       20090101001630100000005000 0300000000001440   
0601TIF3d       20090101001635100000005000 0300000000001450   
0601TIF3d       20090101001640100000005000 0300000000001450   
0601TIF3d       20090101001645100000005000 0300000000001460   
0601TIF3d       20090101001650100000005000 0300000000001460   
0601TIF3d       20090101001655100000005000 0300000000001470   
0601TIF3d       20090101001660100000005000 0300000000001470   
0601TIF3d       20090101001665100000005000 0300000000001480   
0601TIF3d       20090101001670100000005000 0300000000001480   
0601TIF3d       20090101001675100000005000 0300000000001490   
0601TIF3d       20090101001680100000005000 0300000000001490   
0601TIF3d       20090101001685100000005000 0300000000001500   
0601TIF3d       20090101001690100000005000 0300000000001500   
0601TIF3d       20090101001695100000005000 0300000000001510   
0601TIF3d       20090101001700100000005000 0300000000001510   
0601TIF3d       20090101001705100000005000 0300000000001520   
0601TIF3d       20090101001710100000005000 0300000000001520   
0601TIF3d       20090101001715100000005000 0300000000001530   
0601TIF3d       20090101001720100000005000 0300000000001530   
0601TIF3d       20090101001725100000005000 0300000000001540   
0601TIF3d       20090101001730100000005000 0300000000001540   
0601TIF3d       20090101001735100000005000 0300000000001550   
0601TIF3d       20090101001740100000005000 0300000000001550   
0601TIF3d       20090101001745100000005000 0300000000001560   
0601TIF3d       20090101001750100000005000 0300000000001560   
0601TIF3d       20090101001755100000005000 0300000000001570   
0601TIF3d       20090101001760100000005000 0300000000001570   
0601TIF3d       20090101001765100000005000 0300000000001570   
0601TIF3d       20090101001770100000005000 0300000000001580   
0601TIF3d       20090101001775100000005000 0300000000001580   
0601TIF3d       20090101001780100000005000 0300000000001590   
0601TIF3d       20090101001785100000005000 0300000000001590   
0601TIF3d       20090101001790100000005000 0300000000001600   
0601TIF3d       20090101001795100000005000 0300000000001600   
0601TIF3d       20090101001800100000005000 0300000000001610   
0601TIF3d       20090101001805100000005000 0300000000001610   
0601TIF3d       20090101001810100000005000 0300000000001610   
0601TIF3d       20090101001815100000005000 0300000000001620   
0601TIF3d       20090101001820100000005000 0300000000001620   
0601TIF3d       20090101001825100000005000 0300000000001630   
0601TIF3d       20090101001830100000005000 0300000000001630   
0601TIF3d       20090101001835100000005000 0300000000001640   
0601TIF3d       20090101001840100000005000 0300000000001640   
0601TIF3d       20090101001845100000005000 0300000000001640   
0601TIF3d       20090101001850100000005000 0300000000001650   
0601TIF3d       20090101001855100000005000 0300000000001650   
0601TIF3d       20090101001860100000005000 0300000000001660   
0601TIF3d       20090101001865100000005000 0300000000001660   
0601TIF3d       20090101001870100000005000 0300000000001670   
0601TIF3d       20090101001875100000005000 0300000000001670   
0601TIF3d       20090101001880100000005000 0300000000001670   
0601TIF3d       20090101001885100000005000 0300000000001680   
0601TIF3d       20090101001890100000005000 0300000000001680   
0601TIF3d       20090101001895100000005000 0300000000001690   
0601TIF3d       20090101001900100000005000 0300000000001690   
0601TIF3d       20090101001905100000005000 0300000000001690   
0601TIF3d       20090101001910100000005000 0300000000001700   
0601TIF3d       20090101001915100000005000 0300000000001700   
0601TIF3d       20090101001920100000005000 0300000000001710   
0601TIF3d       20090101001925100000005000 0300000000001710   
0601TIF3d       20090101001930100000005000 0300000000001710   
0601TIF3d       20090101001935100000005000 0300000000001720   
0601TIF3d       20090101001940100000005000 0300000000001720   
0601TIF3d       20090101001945100000005000 0300000000001730   
0601TIF3d       20090101001950100000005000 0300000000001730   
0601TIF3d       20090101001955100000005000 0300000000001740   
0601TIF3d       20090101001960100000005000 0300000000001740   
